Survived,Pclass,Sex,Age,FamilySize,IsAlone,TicketGroupSize,FarePerPerson,Deck,has_cabin,Title_Miss,Title_Mr,Title_Mrs
0,3,1,35.0,1,1,1,7.8958,0.0,0,False,True,False
0,2,1,28.0,2,0,3,16.5,0.0,0,False,False,False
1,1,0,28.0,2,0,2,44.5521,3.0,1,False,False,True
0,3,1,4.0,7,0,7,4.467857142857143,0.0,0,False,False,False
0,3,1,74.0,1,1,1,7.775,0.0,0,False,True,False
0,3,0,9.0,3,0,2,5.081933333333333,0.0,0,True,False,False
1,1,0,16.0,2,0,1,19.7,4.0,1,True,False,False
0,2,0,44.0,2,0,2,13.0,0.0,0,False,False,True
1,3,0,18.0,2,0,1,4.675,0.0,0,False,False,True
1,1,0,45.0,3,0,2,54.95556666666667,0.0,0,False,False,True
1,1,1,51.0,1,1,1,26.55,5.0,1,False,True,False
1,3,0,24.0,4,0,4,4.814575,0.0,0,False,False,True
0,3,1,28.0,1,1,1,7.2292,0.0,0,False,True,False
0,3,1,41.0,3,0,1,4.702766666666666,0.0,0,False,True,False
0,2,1,21.0,2,0,1,5.75,0.0,0,False,True,False
1,1,0,48.0,1,1,1,25.9292,4.0,1,False,False,True
0,3,0,28.0,11,0,7,6.322727272727272,0.0,0,True,False,False
0,2,1,24.0,1,1,1,13.0,0.0,0,False,True,False
1,2,0,42.0,1,1,1,13.0,0.0,0,False,False,True
1,2,0,27.0,2,0,1,6.92915,0.0,0,True,False,False
0,1,1,31.0,1,1,1,50.4958,1.0,1,False,True,False
0,3,1,28.0,1,1,1,9.5,0.0,0,False,True,False
1,3,1,4.0,3,0,3,3.7111,0.0,0,False,False,False
0,3,1,26.0,1,1,1,7.8958,0.0,0,False,True,False
1,1,0,47.0,3,0,2,17.518066666666666,4.0,1,False,False,True
0,1,1,33.0,1,1,1,5.0,2.0,1,False,True,False
0,3,1,47.0,1,1,1,9.0,0.0,0,False,True,False
1,2,0,28.0,2,0,2,12.0,0.0,0,False,False,True
1,3,0,15.0,1,1,1,7.225,0.0,0,True,False,False
0,3,1,20.0,1,1,2,9.8458,0.0,0,False,True,False
0,3,1,19.0,1,1,1,7.8958,0.0,0,False,True,False
0,3,1,28.0,1,1,1,7.8958,0.0,0,False,True,False
1,1,0,56.0,2,0,2,41.57915,3.0,1,False,False,True
1,2,0,25.0,2,0,2,13.0,0.0,0,False,False,True
0,3,1,33.0,1,1,1,7.8958,0.0,0,False,True,False
0,3,0,22.0,1,1,1,10.5167,0.0,0,True,False,False
0,2,1,28.0,1,1,1,10.5,0.0,0,False,True,False
0,3,1,25.0,1,1,1,7.05,0.0,0,False,True,False
0,3,0,39.0,6,0,5,4.854166666666667,0.0,0,False,False,True
0,2,1,27.0,1,1,1,13.0,0.0,0,False,False,False
1,1,0,19.0,1,1,1,30.0,2.0,1,True,False,False
0,3,0,28.0,4,0,2,5.8625,0.0,0,True,False,False
1,1,1,26.0,1,1,1,30.0,3.0,1,False,True,False
0,3,1,32.0,1,1,1,7.75,0.0,0,False,True,False
