PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,FamilySize,IsAlone,TicketGroupSize,Fare,FarePerPerson,FarePerTicketPerson,Cabin,Deck,has_cabin,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Embarked_C,Embarked_Q,Embarked_S
465,0,3,1,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
466,0,3,1,38.0,0,0,1,1,1,7.05,7.05,7.05,,0.0,0,False,False,True,False,False,False,False,True
467,0,2,1,28.0,0,0,1,1,3,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
468,0,1,1,56.0,0,0,1,1,1,26.55,26.55,26.55,,0.0,0,False,False,True,False,False,False,False,True
469,0,3,1,28.0,0,0,1,1,1,7.725,7.725,7.725,,0.0,0,False,False,True,False,False,False,True,False
470,1,3,0,0.75,2,1,4,0,4,19.2583,4.814575,4.814575,,0.0,0,False,True,False,False,False,True,False,False
471,0,3,1,28.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,False,True,False,False,False,False,True
472,0,3,1,38.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,False,True,False,False,False,False,True
473,1,2,0,33.0,1,2,4,0,3,27.75,6.9375,9.25,,0.0,0,False,False,False,True,False,False,False,True
474,1,2,0,23.0,0,0,1,1,1,13.7917,13.7917,13.7917,D,4.0,1,False,False,False,True,False,True,False,False
475,0,3,0,22.0,0,0,1,1,1,9.8375,9.8375,9.8375,,0.0,0,False,True,False,False,False,False,False,True
476,0,1,1,28.0,0,0,1,1,2,52.0,52.0,26.0,A14,1.0,1,False,False,True,False,False,False,False,True
477,0,2,1,34.0,1,0,2,0,2,21.0,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
478,0,3,1,29.0,1,0,2,0,1,7.0458,3.5229,7.0458,,0.0,0,False,False,True,False,False,False,False,True
479,0,3,1,22.0,0,0,1,1,1,7.5208,7.5208,7.5208,,0.0,0,False,False,True,False,False,False,False,True
480,1,3,0,2.0,0,1,2,0,1,12.2875,6.14375,12.2875,,0.0,0,False,True,False,False,False,False,False,True
481,0,3,1,9.0,5,2,8,0,6,46.9,5.8625,7.816666666666666,,0.0,0,True,False,False,False,False,False,False,True
482,0,2,1,28.0,0,0,1,1,1,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
483,0,3,1,50.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
484,1,3,0,63.0,0,0,1,1,1,9.5875,9.5875,9.5875,,0.0,0,False,False,False,True,False,False,False,True
485,1,1,1,25.0,1,0,2,0,2,91.0792,45.5396,45.5396,B49,2.0,1,False,False,True,False,False,True,False,False
486,0,3,0,28.0,3,1,5,0,4,25.4667,5.0933399999999995,6.366675,,0.0,0,False,True,False,False,False,False,False,True
487,1,1,0,35.0,1,0,2,0,2,90.0,45.0,45.0,C93,3.0,1,False,False,False,True,False,False,False,True
488,0,1,1,58.0,0,0,1,1,1,29.7,29.7,29.7,B37,2.0,1,False,False,True,False,False,True,False,False
489,0,3,1,30.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
490,1,3,1,9.0,1,1,3,0,2,15.9,5.3,7.95,,0.0,0,True,False,False,False,False,False,False,True
491,0,3,1,28.0,1,0,2,0,1,19.9667,9.98335,19.9667,,0.0,0,False,False,True,False,False,False,False,True
492,0,3,1,21.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,False,True,False,False,False,False,True
493,0,1,1,55.0,0,0,1,1,1,30.5,30.5,30.5,C30,3.0,1,False,False,True,False,False,False,False,True
494,0,1,1,71.0,0,0,1,1,1,49.5042,49.5042,49.5042,,0.0,0,False,False,True,False,False,True,False,False
495,0,3,1,21.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
496,0,3,1,28.0,0,0,1,1,2,14.4583,14.4583,7.22915,,0.0,0,False,False,True,False,False,True,False,False
497,1,1,0,54.0,1,0,2,0,2,78.2667,39.13335,39.13335,D20,4.0,1,False,True,False,False,False,True,False,False
498,0,3,1,28.0,0,0,1,1,1,15.1,15.1,15.1,,0.0,0,False,False,True,False,False,False,False,True
499,0,1,0,25.0,1,2,4,0,4,151.55,37.8875,37.8875,C22 C26,3.0,1,False,False,False,True,False,False,False,True
500,0,3,1,24.0,0,0,1,1,1,7.7958,7.7958,7.7958,,0.0,0,False,False,True,False,False,False,False,True
501,0,3,1,17.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,False,True,False,False,False,False,True
502,0,3,0,21.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
503,0,3,0,28.0,0,0,1,1,1,7.6292,7.6292,7.6292,,0.0,0,False,True,False,False,False,False,True,False
504,0,3,0,37.0,0,0,1,1,1,9.5875,9.5875,9.5875,,0.0,0,False,True,False,False,False,False,False,True
505,1,1,0,16.0,0,0,1,1,3,86.5,86.5,28.833333333333332,B79,2.0,1,False,True,False,False,False,False,False,True
506,0,1,1,18.0,1,0,2,0,2,108.9,54.45,54.45,C65,3.0,1,False,False,True,False,False,True,False,False
507,1,2,0,33.0,0,2,3,0,2,26.0,8.666666666666666,13.0,,0.0,0,False,False,False,True,False,False,False,True
508,1,1,1,28.0,0,0,1,1,1,26.55,26.55,26.55,,0.0,0,False,False,True,False,False,False,False,True
509,0,3,1,28.0,0,0,1,1,1,22.525,22.525,22.525,,0.0,0,False,False,True,False,False,False,False,True
510,1,3,1,26.0,0,0,1,1,7,56.4958,56.4958,8.070828571428573,,0.0,0,False,False,True,False,False,False,False,True
511,1,3,1,29.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
512,0,3,1,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
513,1,1,1,36.0,0,0,1,1,1,26.2875,26.2875,26.2875,E25,5.0,1,False,False,True,False,False,False,False,True
514,1,1,0,54.0,1,0,2,0,1,59.4,29.7,59.4,,0.0,0,False,False,False,True,False,True,False,False
515,0,3,1,24.0,0,0,1,1,1,7.4958,7.4958,7.4958,,0.0,0,False,False,True,False,False,False,False,True
516,0,1,1,47.0,0,0,1,1,1,34.0208,34.0208,34.0208,D46,4.0,1,False,False,True,False,False,False,False,True
517,1,2,0,34.0,0,0,1,1,1,10.5,10.5,10.5,F33,6.0,1,False,False,False,True,False,False,False,True
518,0,3,1,28.0,0,0,1,1,3,24.15,24.15,8.049999999999999,,0.0,0,False,False,True,False,False,False,True,False
519,1,2,0,36.0,1,0,2,0,1,26.0,13.0,26.0,,0.0,0,False,False,False,True,False,False,False,True
520,0,3,1,32.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
521,1,1,0,30.0,0,0,1,1,2,93.5,93.5,46.75,B73,2.0,1,False,True,False,False,False,False,False,True
522,0,3,1,22.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
523,0,3,1,28.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,False,True,False,False,True,False,False
524,1,1,0,44.0,0,1,2,0,2,57.9792,28.9896,28.9896,B18,2.0,1,False,False,False,True,False,True,False,False
525,0,3,1,28.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,True,False,False,True,False,False
526,0,3,1,40.5,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
527,1,2,0,50.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,True,False,False,False,False,False,True
528,0,1,1,28.0,0,0,1,1,1,221.7792,221.7792,221.7792,C95,3.0,1,False,False,True,False,False,False,False,True
529,0,3,1,39.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
530,0,2,1,23.0,2,1,4,0,1,11.5,2.875,11.5,,0.0,0,False,False,True,False,False,False,False,True
531,1,2,0,2.0,1,1,3,0,2,26.0,8.666666666666666,13.0,,0.0,0,False,True,False,False,False,False,False,True
532,0,3,1,28.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,True,False,False,True,False,False
533,0,3,1,17.0,1,1,3,0,1,7.2292,2.409733333333333,7.2292,,0.0,0,False,False,True,False,False,True,False,False
534,1,3,0,28.0,0,2,3,0,2,22.3583,7.452766666666666,11.17915,,0.0,0,False,False,False,True,False,True,False,False
535,0,3,0,30.0,0,0,1,1,1,8.6625,8.6625,8.6625,,0.0,0,False,True,False,False,False,False,False,True
536,1,2,0,7.0,0,2,3,0,3,26.25,8.75,8.75,,0.0,0,False,True,False,False,False,False,False,True
537,0,1,1,45.0,0,0,1,1,1,26.55,26.55,26.55,B38,2.0,1,False,False,False,False,True,False,False,True
538,1,1,0,30.0,0,0,1,1,2,106.425,106.425,53.2125,,0.0,0,False,True,False,False,False,True,False,False
539,0,3,1,28.0,0,0,1,1,1,14.5,14.5,14.5,,0.0,0,False,False,True,False,False,False,False,True
540,1,1,0,22.0,0,2,3,0,1,49.5,16.5,49.5,B39,2.0,1,False,True,False,False,False,True,False,False
541,1,1,0,36.0,0,2,3,0,2,71.0,23.666666666666668,35.5,B22,2.0,1,False,True,False,False,False,False,False,True
542,0,3,0,9.0,4,2,7,0,7,31.275,4.4678571428571425,4.4678571428571425,,0.0,0,False,True,False,False,False,False,False,True
543,0,3,0,11.0,4,2,7,0,7,31.275,4.4678571428571425,4.4678571428571425,,0.0,0,False,True,False,False,False,False,False,True
544,1,2,1,32.0,1,0,2,0,2,26.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
545,0,1,1,50.0,1,0,2,0,2,106.425,53.2125,53.2125,C86,3.0,1,False,False,True,False,False,True,False,False
546,0,1,1,64.0,0,0,1,1,1,26.0,26.0,26.0,,0.0,0,False,False,True,False,False,False,False,True
547,1,2,0,19.0,1,0,2,0,2,26.0,13.0,13.0,,0.0,0,False,False,False,True,False,False,False,True
548,1,2,1,28.0,0,0,1,1,1,13.8625,13.8625,13.8625,,0.0,0,False,False,True,False,False,True,False,False
549,0,3,1,33.0,1,1,3,0,3,20.525,6.841666666666666,6.841666666666666,,0.0,0,False,False,True,False,False,False,False,True
550,1,2,1,8.0,1,1,3,0,2,36.75,12.25,18.375,,0.0,0,True,False,False,False,False,False,False,True
551,1,1,1,17.0,0,2,3,0,4,110.8833,36.9611,27.720825,C70,3.0,1,False,False,True,False,False,True,False,False
552,0,2,1,27.0,0,0,1,1,1,26.0,26.0,26.0,,0.0,0,False,False,True,False,False,False,False,True
553,0,3,1,28.0,0,0,1,1,1,7.8292,7.8292,7.8292,,0.0,0,False,False,True,False,False,False,True,False
554,1,3,1,22.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,False,True,False,False,True,False,False
555,1,3,0,22.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,True,False,False,False,False,False,True
556,0,1,1,62.0,0,0,1,1,1,26.55,26.55,26.55,,0.0,0,False,False,True,False,False,False,False,True
557,1,1,0,48.0,1,0,2,0,1,39.6,19.8,39.6,A16,1.0,1,False,False,False,False,True,True,False,False
558,0,1,1,28.0,0,0,1,1,4,227.525,227.525,56.88125,,0.0,0,False,False,True,False,False,True,False,False
559,1,1,0,39.0,1,1,3,0,3,79.65,26.55,26.55,E67,5.0,1,False,False,False,True,False,False,False,True
560,1,3,0,36.0,1,0,2,0,1,17.4,8.7,17.4,,0.0,0,False,False,False,True,False,False,False,True
561,0,3,1,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
562,0,3,1,40.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
563,0,2,1,28.0,0,0,1,1,1,13.5,13.5,13.5,,0.0,0,False,False,True,False,False,False,False,True
564,0,3,1,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
565,0,3,0,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,True,False,False,False,False,False,True
566,0,3,1,24.0,2,0,3,0,2,24.15,8.049999999999999,12.075,,0.0,0,False,False,True,False,False,False,False,True
567,0,3,1,19.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
568,0,3,0,29.0,0,4,5,0,4,21.075,4.215,5.26875,,0.0,0,False,False,False,True,False,False,False,True
569,0,3,1,28.0,0,0,1,1,1,7.2292,7.2292,7.2292,,0.0,0,False,False,True,False,False,True,False,False
570,1,3,1,32.0,0,0,1,1,1,7.8542,7.8542,7.8542,,0.0,0,False,False,True,False,False,False,False,True
571,1,2,1,62.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
572,1,1,0,53.0,2,0,3,0,1,51.4792,17.15973333333333,51.4792,C101,3.0,1,False,False,False,True,False,False,False,True
573,1,1,1,36.0,0,0,1,1,1,26.3875,26.3875,26.3875,E25,5.0,1,False,False,True,False,False,False,False,True
574,1,3,0,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
575,0,3,1,16.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
576,0,3,1,19.0,0,0,1,1,2,14.5,14.5,7.25,,0.0,0,False,False,True,False,False,False,False,True
577,1,2,0,34.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,True,False,False,False,False,False,True
578,1,1,0,39.0,1,0,2,0,2,55.9,27.95,27.95,E44,5.0,1,False,False,False,True,False,False,False,True
579,0,3,0,28.0,1,0,2,0,1,14.4583,7.22915,14.4583,,0.0,0,False,False,False,True,False,True,False,False
580,1,3,1,32.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
581,1,2,0,25.0,1,1,3,0,1,30.0,10.0,30.0,,0.0,0,False,True,False,False,False,False,False,True
582,1,1,0,39.0,1,1,3,0,4,110.8833,36.9611,27.720825,C68,3.0,1,False,False,False,True,False,True,False,False
583,0,2,1,54.0,0,0,1,1,2,26.0,26.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
584,0,1,1,36.0,0,0,1,1,1,40.125,40.125,40.125,A10,1.0,1,False,False,True,False,False,True,False,False
585,0,3,1,28.0,0,0,1,1,1,8.7125,8.7125,8.7125,,0.0,0,False,False,True,False,False,True,False,False
586,1,1,0,18.0,0,2,3,0,3,79.65,26.55,26.55,E68,5.0,1,False,True,False,False,False,False,False,True
587,0,2,1,47.0,0,0,1,1,1,15.0,15.0,15.0,,0.0,0,False,False,True,False,False,False,False,True
588,1,1,1,60.0,1,1,3,0,1,79.2,26.400000000000002,79.2,B41,2.0,1,False,False,True,False,False,True,False,False
589,0,3,1,22.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
590,0,3,1,28.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
591,0,3,1,35.0,0,0,1,1,1,7.125,7.125,7.125,,0.0,0,False,False,True,False,False,False,False,True
592,1,1,0,52.0,1,0,2,0,2,78.2667,39.13335,39.13335,D20,4.0,1,False,False,False,True,False,True,False,False
593,0,3,1,47.0,0,0,1,1,1,7.25,7.25,7.25,,0.0,0,False,False,True,False,False,False,False,True
594,0,3,0,28.0,0,2,3,0,1,7.75,2.5833333333333335,7.75,,0.0,0,False,True,False,False,False,False,True,False
595,0,2,1,37.0,1,0,2,0,1,26.0,13.0,26.0,,0.0,0,False,False,True,False,False,False,False,True
596,0,3,1,36.0,1,1,3,0,3,24.15,8.049999999999999,8.049999999999999,,0.0,0,False,False,True,False,False,False,False,True
597,1,2,0,28.0,0,0,1,1,3,33.0,33.0,11.0,,0.0,0,False,True,False,False,False,False,False,True
598,0,3,1,49.0,0,0,1,1,4,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
599,0,3,1,28.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,False,True,False,False,True,False,False
600,1,1,1,49.0,1,0,2,0,2,56.9292,28.4646,28.4646,A20,1.0,1,False,False,False,False,True,True,False,False
601,1,2,0,24.0,2,1,4,0,2,27.0,6.75,13.5,,0.0,0,False,False,False,True,False,False,False,True
602,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
603,0,1,1,28.0,0,0,1,1,1,42.4,42.4,42.4,,0.0,0,False,False,True,False,False,False,False,True
604,0,3,1,44.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
605,1,1,1,35.0,0,0,1,1,1,26.55,26.55,26.55,,0.0,0,False,False,True,False,False,True,False,False
606,0,3,1,36.0,1,0,2,0,1,15.55,7.775,15.55,,0.0,0,False,False,True,False,False,False,False,True
607,0,3,1,30.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
608,1,1,1,27.0,0,0,1,1,1,30.5,30.5,30.5,,0.0,0,False,False,True,False,False,False,False,True
609,1,2,0,22.0,1,2,4,0,3,41.5792,10.3948,13.859733333333333,,0.0,0,False,False,False,True,False,True,False,False
610,1,1,0,40.0,0,0,1,1,3,153.4625,153.4625,51.15416666666667,C125,3.0,1,False,True,False,False,False,False,False,True
611,0,3,0,39.0,1,5,7,0,7,31.275,4.4678571428571425,4.4678571428571425,,0.0,0,False,False,False,True,False,False,False,True
612,0,3,1,28.0,0,0,1,1,1,7.05,7.05,7.05,,0.0,0,False,False,True,False,False,False,False,True
613,1,3,0,28.0,1,0,2,0,2,15.5,7.75,7.75,,0.0,0,False,True,False,False,False,False,True,False
614,0,3,1,28.0,0,0,1,1,1,7.75,7.75,7.75,,0.0,0,False,False,True,False,False,False,True,False
615,0,3,1,35.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
616,1,2,0,24.0,1,2,4,0,2,65.0,16.25,32.5,,0.0,0,False,True,False,False,False,False,False,True
617,0,3,1,34.0,1,1,3,0,2,14.4,4.8,7.2,,0.0,0,False,False,True,False,False,False,False,True
618,0,3,0,26.0,1,0,2,0,2,16.1,8.05,8.05,,0.0,0,False,False,False,True,False,False,False,True
619,1,2,0,4.0,2,1,4,0,2,39.0,9.75,19.5,F4,6.0,1,False,True,False,False,False,False,False,True
620,0,2,1,26.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
621,0,3,1,27.0,1,0,2,0,2,14.4542,7.2271,7.2271,,0.0,0,False,False,True,False,False,True,False,False
622,1,1,1,42.0,1,0,2,0,1,52.5542,26.2771,52.5542,D19,4.0,1,False,False,True,False,False,False,False,True
623,1,3,1,20.0,1,1,3,0,2,15.7417,5.247233333333333,7.87085,,0.0,0,False,False,True,False,False,True,False,False
624,0,3,1,21.0,0,0,1,1,1,7.8542,7.8542,7.8542,,0.0,0,False,False,True,False,False,False,False,True
625,0,3,1,21.0,0,0,1,1,2,16.1,16.1,8.05,,0.0,0,False,False,True,False,False,False,False,True
626,0,1,1,61.0,0,0,1,1,1,32.3208,32.3208,32.3208,D50,4.0,1,False,False,True,False,False,False,False,True
627,0,2,1,57.0,0,0,1,1,1,12.35,12.35,12.35,,0.0,0,False,False,False,False,True,False,True,False
628,1,1,0,21.0,0,0,1,1,3,77.9583,77.9583,25.986099999999997,D9,4.0,1,False,True,False,False,False,False,False,True
629,0,3,1,26.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
630,0,3,1,28.0,0,0,1,1,1,7.7333,7.7333,7.7333,,0.0,0,False,False,True,False,False,False,True,False
631,1,1,1,80.0,0,0,1,1,1,30.0,30.0,30.0,A23,1.0,1,False,False,True,False,False,False,False,True
632,0,3,1,51.0,0,0,1,1,1,7.0542,7.0542,7.0542,,0.0,0,False,False,True,False,False,False,False,True
633,1,1,1,32.0,0,0,1,1,1,30.5,30.5,30.5,B50,2.0,1,False,False,False,False,True,True,False,False
634,0,1,1,28.0,0,0,1,1,1,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
635,0,3,0,9.0,3,2,6,0,6,27.9,4.6499999999999995,4.6499999999999995,,0.0,0,False,True,False,False,False,False,False,True
636,1,2,0,28.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,True,False,False,False,False,False,True
637,0,3,1,32.0,0,0,1,1,1,7.925,7.925,7.925,,0.0,0,False,False,True,False,False,False,False,True
638,0,2,1,31.0,1,1,3,0,3,26.25,8.75,8.75,,0.0,0,False,False,True,False,False,False,False,True
639,0,3,0,41.0,0,5,6,0,6,39.6875,6.614583333333333,6.614583333333333,,0.0,0,False,False,False,True,False,False,False,True
640,0,3,1,28.0,1,0,2,0,2,16.1,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
641,0,3,1,20.0,0,0,1,1,1,7.8542,7.8542,7.8542,,0.0,0,False,False,True,False,False,False,False,True
642,1,1,0,24.0,0,0,1,1,2,69.3,69.3,34.65,B35,2.0,1,False,False,False,False,True,True,False,False
643,0,3,0,2.0,3,2,6,0,6,27.9,4.6499999999999995,4.6499999999999995,,0.0,0,False,True,False,False,False,False,False,True
644,1,3,1,28.0,0,0,1,1,7,56.4958,56.4958,8.070828571428573,,0.0,0,False,False,True,False,False,False,False,True
645,1,3,0,0.75,2,1,4,0,4,19.2583,4.814575,4.814575,,0.0,0,False,True,False,False,False,True,False,False
646,1,1,1,48.0,1,0,2,0,3,76.7292,38.3646,25.576400000000003,D33,4.0,1,False,False,True,False,False,True,False,False
647,0,3,1,19.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
648,1,1,1,56.0,0,0,1,1,1,35.5,35.5,35.5,A26,1.0,1,False,False,False,False,True,True,False,False
649,0,3,1,28.0,0,0,1,1,1,7.55,7.55,7.55,,0.0,0,False,False,True,False,False,False,False,True
650,1,3,0,23.0,0,0,1,1,1,7.55,7.55,7.55,,0.0,0,False,True,False,False,False,False,False,True
651,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
652,1,2,0,18.0,0,1,2,0,2,23.0,11.5,11.5,,0.0,0,False,True,False,False,False,False,False,True
653,0,3,1,21.0,0,0,1,1,1,8.4333,8.4333,8.4333,,0.0,0,False,False,True,False,False,False,False,True
654,1,3,0,28.0,0,0,1,1,1,7.8292,7.8292,7.8292,,0.0,0,False,True,False,False,False,False,True,False
655,0,3,0,18.0,0,0,1,1,1,6.75,6.75,6.75,,0.0,0,False,True,False,False,False,False,True,False
656,0,2,1,24.0,2,0,3,0,5,73.5,24.5,14.7,,0.0,0,False,False,True,False,False,False,False,True
657,0,3,1,28.0,0,0,1,1,1,7.8958,7.8958,7.8958,,0.0,0,False,False,True,False,False,False,False,True
658,0,3,0,32.0,1,1,3,0,2,15.5,5.166666666666667,7.75,,0.0,0,False,False,False,True,False,False,True,False
659,0,2,1,23.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
660,0,1,1,58.0,0,2,3,0,3,113.275,37.75833333333333,37.75833333333333,D48,4.0,1,False,False,True,False,False,True,False,False
661,1,1,1,50.0,2,0,3,0,2,133.65,44.550000000000004,66.825,,0.0,0,False,False,False,False,True,False,False,True
662,0,3,1,40.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,False,True,False,False,True,False,False
663,0,1,1,47.0,0,0,1,1,1,25.5875,25.5875,25.5875,E58,5.0,1,False,False,True,False,False,False,False,True
664,0,3,1,36.0,0,0,1,1,1,7.4958,7.4958,7.4958,,0.0,0,False,False,True,False,False,False,False,True
665,1,3,1,20.0,1,0,2,0,1,7.925,3.9625,7.925,,0.0,0,False,False,True,False,False,False,False,True
666,0,2,1,32.0,2,0,3,0,5,73.5,24.5,14.7,,0.0,0,False,False,True,False,False,False,False,True
667,0,2,1,25.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
668,0,3,1,28.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
669,0,3,1,43.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
670,1,1,0,28.0,1,0,2,0,2,52.0,26.0,26.0,C126,3.0,1,False,False,False,True,False,False,False,True
671,1,2,0,40.0,1,1,3,0,2,39.0,13.0,19.5,,0.0,0,False,False,False,True,False,False,False,True
672,0,1,1,31.0,1,0,2,0,1,52.0,26.0,52.0,B71,2.0,1,False,False,True,False,False,False,False,True
673,0,2,1,70.0,0,0,1,1,1,10.5,10.5,10.5,,0.0,0,False,False,True,False,False,False,False,True
674,1,2,1,31.0,0,0,1,1,1,13.0,13.0,13.0,,0.0,0,False,False,True,False,False,False,False,True
675,0,2,1,28.0,0,0,1,1,1,0.0,0.0,0.0,,0.0,0,False,False,True,False,False,False,False,True
676,0,3,1,18.0,0,0,1,1,1,7.775,7.775,7.775,,0.0,0,False,False,True,False,False,False,False,True
677,0,3,1,24.5,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
678,1,3,0,18.0,0,0,1,1,1,9.8417,9.8417,9.8417,,0.0,0,False,True,False,False,False,False,False,True
679,0,3,0,43.0,1,6,8,0,6,46.9,5.8625,7.816666666666666,,0.0,0,False,False,False,True,False,False,False,True
680,1,1,1,36.0,0,1,2,0,3,512.3292,256.1646,170.7764,B51 B53 B55,2.0,1,False,False,True,False,False,True,False,False
681,0,3,0,28.0,0,0,1,1,1,8.1375,8.1375,8.1375,,0.0,0,False,True,False,False,False,False,True,False
682,1,1,1,27.0,0,0,1,1,3,76.7292,76.7292,25.576400000000003,D49,4.0,1,False,False,True,False,False,True,False,False
683,0,3,1,20.0,0,0,1,1,1,9.225,9.225,9.225,,0.0,0,False,False,True,False,False,False,False,True
684,0,3,1,14.0,5,2,8,0,6,46.9,5.8625,7.816666666666666,,0.0,0,False,False,True,False,False,False,False,True
685,0,2,1,60.0,1,1,3,0,2,39.0,13.0,19.5,,0.0,0,False,False,True,False,False,False,False,True
686,0,2,1,25.0,1,2,4,0,3,41.5792,10.3948,13.859733333333333,,0.0,0,False,False,True,False,False,True,False,False
687,0,3,1,14.0,4,1,6,0,6,39.6875,6.614583333333333,6.614583333333333,,0.0,0,False,False,True,False,False,False,False,True
688,0,3,1,19.0,0,0,1,1,1,10.1708,10.1708,10.1708,,0.0,0,False,False,True,False,False,False,False,True
689,0,3,1,18.0,0,0,1,1,1,7.7958,7.7958,7.7958,,0.0,0,False,False,True,False,False,False,False,True
690,1,1,0,15.0,0,1,2,0,3,211.3375,105.66875,70.44583333333334,B5,2.0,1,False,True,False,False,False,False,False,True
691,1,1,1,31.0,1,0,2,0,2,57.0,28.5,28.5,B20,2.0,1,False,False,True,False,False,False,False,True
692,1,3,0,4.0,0,1,2,0,1,13.4167,6.70835,13.4167,,0.0,0,False,True,False,False,False,True,False,False
693,1,3,1,28.0,0,0,1,1,7,56.4958,56.4958,8.070828571428573,,0.0,0,False,False,True,False,False,False,False,True
694,0,3,1,25.0,0,0,1,1,1,7.225,7.225,7.225,,0.0,0,False,False,True,False,False,True,False,False
695,0,1,1,60.0,0,0,1,1,1,26.55,26.55,26.55,,0.0,0,False,False,False,False,True,False,False,True
696,0,2,1,52.0,0,0,1,1,1,13.5,13.5,13.5,,0.0,0,False,False,True,False,False,False,False,True
697,0,3,1,44.0,0,0,1,1,1,8.05,8.05,8.05,,0.0,0,False,False,True,False,False,False,False,True
